1995-01-01,4.718498871295094
1995-02-01,4.770684624465665
1995-03-01,4.882801922586371
1995-04-01,4.859812404361672
1995-05-01,4.795790545596741
1995-06-01,4.90527477843843
1995-07-01,4.997212273764115
1995-08-01,4.997212273764115
1995-09-01,4.912654885736052
1995-10-01,4.77912349311153
1995-11-01,4.6443908991413725
1995-12-01,4.770684624465665
1996-01-01,4.74493212836325
1996-02-01,4.836281906951478
1996-03-01,4.948759890378168
1996-04-01,4.90527477843843
1996-05-01,4.8283137373023015
1996-06-01,5.003946305945459
1996-07-01,5.135798437050262
1996-08-01,5.135798437050262
1996-09-01,5.062595033026967
1996-10-01,4.890349128221754
1996-11-01,4.736198448394496
1996-12-01,4.941642422609304
1997-01-01,4.976733742420574
1997-02-01,5.0106352940962555
1997-03-01,5.181783550292085
1997-04-01,5.093750200806762
1997-05-01,5.147494476813453
1997-06-01,5.181783550292085
1997-07-01,5.293304824724492
1997-08-01,5.293304824724492
1997-09-01,5.214935757608986
1997-10-01,5.087596335232384
1997-11-01,4.983606621708336
1997-12-01,5.111987788356544
1998-01-01,5.14166355650266
1998-02-01,5.19295685089021
1998-03-01,5.262690188904886
1998-04-01,5.198497031265826
1998-05-01,5.209486152841421
1998-06-01,5.384495062789089
1998-07-01,5.438079308923196
1998-08-01,5.488937726156687
1998-09-01,5.342334251964811
1998-10-01,5.25227342804663
1998-11-01,5.147494476813453
1998-12-01,5.267858159063328
1999-01-01,5.278114659230517
1999-02-01,5.278114659230517
1999-03-01,5.4638318050256105
1999-04-01,5.459585514144159
1999-05-01,5.43372200355424
1999-06-01,5.493061443340548
1999-07-01,5.575949103146316
1999-08-01,5.605802066295998
1999-09-01,5.4680601411351315
1999-10-01,5.351858133476067
1999-11-01,5.19295685089021
1999-12-01,5.303304908059076
2000-01-01,5.318119993844216
2000-02-01,5.236441962829949
2000-03-01,5.459585514144159
2000-04-01,5.424950017481403
2000-05-01,5.455321115357702
2000-06-01,5.575949103146316
2000-07-01,5.71042701737487
2000-08-01,5.680172609017068
2000-09-01,5.556828061699537
2000-10-01,5.43372200355424
2000-11-01,5.313205979041787
2000-12-01,5.43372200355424
2001-01-01,5.488937726156687
2001-02-01,5.4510384535657
2001-03-01,5.58724865840025
2001-04-01,5.594711379601839
2001-05-01,5.598421958998375
2001-06-01,5.752572638825633
2001-07-01,5.8971538676367405
2001-08-01,5.849324779946859
2001-09-01,5.7430031878094825
2001-10-01,5.6131281063880705
2001-11-01,5.4680601411351315
2001-12-01,5.627621113690637
2002-01-01,5.648974238161206
2002-02-01,5.6240175061873385
